Time,Total_Cells,Gen_0_Count,Gen_0_Percentage,Gen_1_Count,Gen_1_Percentage,Gen_2_Count,Gen_2_Percentage,Gen_3_Count,Gen_3_Percentage,Gen_4_Count,Gen_4_Percentage,Gen_5_Count,Gen_5_Percentage,Gen_6_Count,Gen_6_Percentage,Gen_7_Count,Gen_7_Percentage,Gen_8_Count,Gen_8_Percentage,Gen_9_Count,Gen_9_Percentage,Gen_10_Count,Gen_10_Percentage,Gen_11_Count,Gen_11_Percentage,Gen_12_Count,Gen_12_Percentage,Gen_13_Count,Gen_13_Percentage,Gen_14_Count,Gen_14_Percentage,Gen_15_Count,Gen_15_Percentage,Gen_16_Count,Gen_16_Percentage,Gen_17_Count,Gen_17_Percentage,Gen_18_Count,Gen_18_Percentage,Gen_19_Count,Gen_19_Percentage,Gen_20_Count,Gen_20_Percentage,Gen_21_Count,Gen_21_Percentage
96,1688,1,0.06,8,0.47,30,1.78,74,4.38,144,8.53,233,13.8,303,17.95,306,18.13,246,14.57,129,7.64,80,4.74,47,2.78,37,2.19,34,2.01,13,0.77,3,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
97,1812,1,0.06,8,0.44,30,1.66,76,4.19,158,8.72,244,13.47,314,17.33,329,18.16,265,14.62,150,8.28,88,4.86,54,2.98,37,2.04,36,1.99,17,0.94,5,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
98,1940,1,0.05,8,0.41,31,1.6,78,4.02,164,8.45,258,13.3,335,17.27,347,17.89,294,15.15,164,8.45,96,4.95,56,2.89,41,2.11,39,2.01,21,1.08,7,0.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
99,2086,1,0.05,9,0.43,32,1.53,82,3.93,169,8.1,274,13.14,359,17.21,370,17.74,320,15.34,189,9.06,107,5.13,59,2.83,42,2.01,42,2.01,24,1.15,7,0.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
100,2243,1,0.04,9,0.4,33,1.47,86,3.83,174,7.76,291,12.97,382,17.03,396,17.65,351,15.65,212,9.45,119,5.31,63,2.81,48,2.14,44,1.96,26,1.16,8,0.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
101,2395,1,0.04,9,0.38,34,1.42,89,3.72,185,7.72,300,12.53,398,16.62,422,17.62,376,15.7,232,9.69,135,5.64,74,3.09,52,2.17,48,2.0,31,1.29,9,0.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
102,2565,1,0.04,9,0.35,36,1.4,91,3.55,196,7.64,310,12.09,415,16.18,449,17.5,411,16.02,266,10.37,147,5.73,83,3.24,56,2.18,51,1.99,32,1.25,10,0.39,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
103,2782,1,0.04,10,0.36,36,1.29,94,3.38,200,7.19,331,11.9,447,16.07,492,17.69,459,16.5,291,10.46,163,5.86,93,3.34,60,2.16,55,1.98,34,1.22,13,0.47,3,0.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
104,2999,1,0.03,10,0.33,36,1.2,100,3.33,211,7.04,348,11.6,471,15.71,535,17.84,489,16.31,325,10.84,189,6.3,101,3.37,70,2.33,58,1.93,36,1.2,15,0.5,4,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
105,3207,1,0.03,10,0.31,36,1.12,103,3.21,219,6.83,362,11.29,498,15.53,568,17.71,521,16.25,364,11.35,211,6.58,112,3.49,73,2.28,63,1.96,42,1.31,19,0.59,5,0.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
106,3439,1,0.03,11,0.32,39,1.13,105,3.05,230,6.69,380,11.05,521,15.15,598,17.39,562,16.34,395,11.49,234,6.8,131,3.81,85,2.47,72,2.09,51,1.48,19,0.55,5,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
107,3741,1,0.03,11,0.29,39,1.04,111,2.97,241,6.44,399,10.67,557,14.89,652,17.43,618,16.52,440,11.76,263,7.03,148,3.96,98,2.62,77,2.06,56,1.5,23,0.61,7,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
108,4010,1,0.02,11,0.27,40,1.0,114,2.84,254,6.33,419,10.45,582,14.51,689,17.18,664,16.56,484,12.07,290,7.23,166,4.14,110,2.74,81,2.02,66,1.65,30,0.75,9,0.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
109,4306,1,0.02,12,0.28,41,0.95,116,2.69,262,6.08,434,10.08,622,14.44,735,17.07,724,16.81,530,12.31,323,7.5,186,4.32,120,2.79,88,2.04,71,1.65,31,0.72,10,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
110,4629,1,0.02,12,0.26,43,0.93,120,2.59,271,5.85,459,9.92,659,14.24,791,17.09,782,16.89,580,12.53,360,7.78,206,4.45,127,2.74,94,2.03,74,1.6,37,0.8,13,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
111,4960,1,0.02,12,0.24,43,0.87,124,2.5,281,5.67,478,9.64,690,13.91,841,16.96,843,17.0,629,12.68,407,8.21,226,4.56,139,2.8,111,2.24,81,1.63,39,0.79,15,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
112,5334,1,0.02,12,0.22,43,0.81,127,2.38,298,5.59,504,9.45,729,13.67,898,16.84,893,16.74,686,12.86,454,8.51,256,4.8,153,2.87,123,2.31,92,1.72,47,0.88,17,0.32,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0
113,5730,1,0.02,12,0.21,43,0.75,130,2.27,303,5.29,525,9.16,781,13.63,953,16.63,969,16.91,756,13.19,501,8.74,288,5.03,166,2.9,131,2.29,97,1.69,55,0.96,17,0.3,2,0.03,0,0.0,0,0.0,0,0.0,0,0.0
114,6160,1,0.02,12,0.19,44,0.71,134,2.18,314,5.1,550,8.93,827,13.43,1007,16.35,1040,16.88,830,13.47,553,8.98,329,5.34,180,2.92,141,2.29,109,1.77,65,1.06,22,0.36,2,0.03,0,0.0,0,0.0,0,0.0,0,0.0
115,6609,1,0.02,13,0.2,47,0.71,140,2.12,328,4.96,574,8.69,875,13.24,1063,16.08,1098,16.61,917,13.88,614,9.29,360,5.45,198,3.0,152,2.3,124,1.88,75,1.13,28,0.42,2,0.03,0,0.0,0,0.0,0,0.0,0,0.0
116,7096,1,0.01,13,0.18,49,0.69,144,2.03,346,4.88,601,8.47,911,12.84,1133,15.97,1186,16.71,986,13.9,693,9.77,396,5.58,219,3.09,168,2.37,134,1.89,81,1.14,33,0.47,2,0.03,0,0.0,0,0.0,0,0.0,0,0.0
117,7618,1,0.01,13,0.17,50,0.66,148,1.94,353,4.63,622,8.16,951,12.48,1201,15.77,1284,16.85,1069,14.03,765,10.04,450,5.91,249,3.27,183,2.4,146,1.92,92,1.21,37,0.49,4,0.05,0,0.0,0,0.0,0,0.0,0,0.0
118,8198,1,0.01,13,0.16,52,0.63,150,1.83,367,4.48,646,7.88,1007,12.28,1284,15.66,1389,16.94,1159,14.14,841,10.26,495,6.04,286,3.49,192,2.34,163,1.99,104,1.27,43,0.52,6,0.07,0,0.0,0,0.0,0,0.0,0,0.0
119,8832,1,0.01,13,0.15,54,0.61,151,1.71,376,4.26,681,7.71,1050,11.89,1370,15.51,1492,16.89,1262,14.29,935,10.59,550,6.23,322,3.65,210,2.38,189,2.14,115,1.3,52,0.59,8,0.09,1,0.01,0,0.0,0,0.0,0,0.0
120,9542,1,0.01,13,0.14,54,0.57,156,1.63,387,4.06,713,7.47,1119,11.73,1456,15.26,1604,16.81,1372,14.38,1045,10.95,622,6.52,370,3.88,229,2.4,200,2.1,127,1.33,61,0.64,11,0.12,2,0.02,0,0.0,0,0.0,0,0.0
121,10230,1,0.01,13,0.13,55,0.54,163,1.59,404,3.95,750,7.33,1183,11.56,1544,15.09,1701,16.63,1488,14.55,1135,11.09,688,6.73,414,4.05,251,2.45,219,2.14,136,1.33,69,0.67,14,0.14,2,0.02,0,0.0,0,0.0,0,0.0
122,10963,1,0.01,13,0.12,55,0.5,167,1.52,424,3.87,779,7.11,1246,11.37,1626,14.83,1815,16.56,1611,14.69,1239,11.3,765,6.98,455,4.15,283,2.58,232,2.12,153,1.4,79,0.72,18,0.16,2,0.02,0,0.0,0,0.0,0,0.0
123,11769,1,0.01,14,0.12,56,0.48,169,1.44,433,3.68,814,6.92,1298,11.03,1726,14.67,1948,16.55,1746,14.84,1354,11.5,855,7.26,504,4.28,322,2.74,252,2.14,168,1.43,86,0.73,21,0.18,2,0.02,0,0.0,0,0.0,0,0.0
124,12683,1,0.01,14,0.11,57,0.45,173,1.36,444,3.5,859,6.77,1365,10.76,1832,14.44,2089,16.47,1902,15.0,1477,11.65,961,7.58,557,4.39,355,2.8,273,2.15,186,1.47,104,0.82,30,0.24,4,0.03,0,0.0,0,0.0,0,0.0
125,13615,1,0.01,14,0.1,58,0.43,179,1.31,459,3.37,889,6.53,1440,10.58,1944,14.28,2223,16.33,2047,15.03,1612,11.84,1062,7.8,620,4.55,398,2.92,299,2.2,208,1.53,118,0.87,38,0.28,6,0.04,0,0.0,0,0.0,0,0.0
126,14630,1,0.01,14,0.1,60,0.41,183,1.25,470,3.21,938,6.41,1511,10.33,2060,14.08,2375,16.23,2212,15.12,1757,12.01,1179,8.06,686,4.69,447,3.06,319,2.18,235,1.61,129,0.88,44,0.3,10,0.07,0,0.0,0,0.0,0,0.0
127,15753,1,0.01,14,0.09,60,0.38,190,1.21,488,3.1,974,6.18,1576,10.0,2178,13.83,2535,16.09,2394,15.2,1922,12.2,1316,8.35,784,4.98,492,3.12,356,2.26,259,1.64,150,0.95,53,0.34,11,0.07,0,0.0,0,0.0,0,0.0
128,16928,1,0.01,14,0.08,64,0.38,194,1.15,499,2.95,1021,6.03,1651,9.75,2292,13.54,2707,15.99,2589,15.29,2094,12.37,1467,8.67,867,5.12,548,3.24,396,2.34,280,1.65,168,0.99,60,0.35,16,0.09,0,0.0,0,0.0,0,0.0
129,18244,1,0.01,14,0.08,66,0.36,200,1.1,521,2.86,1064,5.83,1739,9.53,2431,13.32,2891,15.85,2809,15.4,2263,12.4,1631,8.94,987,5.41,596,3.27,437,2.4,320,1.75,183,1.0,75,0.41,16,0.09,0,0.0,0,0.0,0,0.0
130,19620,1,0.01,14,0.07,68,0.35,202,1.03,540,2.75,1100,5.61,1842,9.39,2576,13.13,3083,15.71,3033,15.46,2465,12.56,1800,9.17,1102,5.62,652,3.32,473,2.41,344,1.75,212,1.08,90,0.46,22,0.11,1,0.01,0,0.0,0,0.0
131,21057,1,0.0,14,0.07,68,0.32,208,0.99,554,2.63,1140,5.41,1931,9.17,2719,12.91,3296,15.65,3270,15.53,2684,12.75,1965,9.33,1214,5.77,717,3.41,513,2.44,383,1.82,235,1.12,115,0.55,28,0.13,2,0.01,0,0.0,0,0.0
132,22617,1,0.0,14,0.06,70,0.31,215,0.95,571,2.52,1198,5.3,2023,8.94,2859,12.64,3521,15.57,3521,15.57,2917,12.9,2158,9.54,1331,5.88,808,3.57,570,2.52,416,1.84,259,1.15,131,0.58,32,0.14,2,0.01,0,0.0,0,0.0
133,24306,1,0.0,14,0.06,71,0.29,221,0.91,582,2.39,1249,5.14,2130,8.76,3022,12.43,3758,15.46,3785,15.57,3200,13.17,2346,9.65,1472,6.06,889,3.66,630,2.59,456,1.88,291,1.2,144,0.59,41,0.17,4,0.02,0,0.0,0,0.0
134,26107,1,0.0,15,0.06,72,0.28,224,0.86,608,2.33,1293,4.95,2225,8.52,3197,12.25,4004,15.34,4036,15.46,3495,13.39,2582,9.89,1635,6.26,984,3.77,702,2.69,492,1.88,321,1.23,159,0.61,55,0.21,7,0.03,0,0.0,0,0.0
135,28048,1,0.0,15,0.05,72,0.26,231,0.82,624,2.22,1343,4.79,2344,8.36,3347,11.93,4245,15.13,4357,15.53,3814,13.6,2815,10.04,1836,6.55,1106,3.94,756,2.7,542,1.93,351,1.25,179,0.64,62,0.22,8,0.03,0,0.0,0,0.0
136,30230,1,0.0,15,0.05,73,0.24,235,0.78,647,2.14,1393,4.61,2449,8.1,3550,11.74,4522,14.96,4712,15.59,4150,13.73,3087,10.21,2041,6.75,1234,4.08,861,2.85,603,1.99,379,1.25,200,0.66,67,0.22,11,0.04,0,0.0,0,0.0
137,32503,1,0.0,15,0.05,73,0.22,243,0.75,660,2.03,1430,4.4,2560,7.88,3749,11.53,4795,14.75,5075,15.61,4490,13.81,3389,10.43,2281,7.02,1385,4.26,950,2.92,664,2.04,412,1.27,234,0.72,85,0.26,11,0.03,1,0.0,0,0.0
138,34987,1,0.0,15,0.04,74,0.21,251,0.72,679,1.94,1490,4.26,2688,7.68,3943,11.27,5078,14.51,5470,15.63,4879,13.95,3734,10.67,2520,7.2,1543,4.41,1031,2.95,736,2.1,458,1.31,271,0.77,109,0.31,15,0.04,2,0.01,0,0.0
139,37481,1,0.0,15,0.04,78,0.21,260,0.69,705,1.88,1554,4.15,2807,7.49,4147,11.06,5376,14.34,5832,15.56,5277,14.08,4065,10.85,2772,7.4,1704,4.55,1134,3.03,801,2.14,508,1.36,300,0.8,121,0.32,22,0.06,2,0.01,0,0.0
140,40314,1,0.0,15,0.04,78,0.19,265,0.66,735,1.82,1620,4.02,2930,7.27,4348,10.79,5722,14.19,6270,15.55,5718,14.18,4439,11.01,3042,7.55,1894,4.7,1264,3.14,876,2.17,587,1.46,332,0.82,144,0.36,29,0.07,4,0.01,1,0.0
141,43400,1,0.0,15,0.03,80,0.18,269,0.62,755,1.74,1683,3.88,3055,7.04,4601,10.6,6075,14.0,6718,15.48,6186,14.25,4882,11.25,3375,7.78,2109,4.86,1396,3.22,965,2.22,655,1.51,369,0.85,168,0.39,36,0.08,6,0.01,1,0.0
142,46689,1,0.0,15,0.03,83,0.18,279,0.6,778,1.67,1757,3.76,3202,6.86,4834,10.35,6443,13.8,7194,15.41,6678,14.3,5330,11.42,3740,8.01,2338,5.01,1552,3.32,1069,2.29,731,1.57,418,0.9,196,0.42,43,0.09,7,0.01,1,0.0
143,50141,1,0.0,15,0.03,86,0.17,284,0.57,804,1.6,1829,3.65,3334,6.65,5110,10.19,6834,13.63,7689,15.33,7208,14.38,5800,11.57,4102,8.18,2613,5.21,1701,3.39,1173,2.34,804,1.6,461,0.92,222,0.44,58,0.12,11,0.02,2,0.0
144,53927,1,0.0,16,0.03,86,0.16,297,0.55,829,1.54,1891,3.51,3486,6.46,5386,9.99,7242,13.43,8252,15.3,7816,14.49,6321,11.72,4514,8.37,2895,5.37,1878,3.48,1286,2.38,882,1.64,522,0.97,242,0.45,69,0.13,14,0.03,2,0.0
145,57922,1,0.0,16,0.03,87,0.15,306,0.53,843,1.46,1956,3.38,3626,6.26,5678,9.8,7671,13.24,8826,15.24,8416,14.53,6904,11.92,4971,8.58,3205,5.53,2065,3.57,1418,2.45,961,1.66,589,1.02,278,0.48,87,0.15,15,0.03,3,0.01
146,62215,1,0.0,16,0.03,89,0.14,315,0.51,865,1.39,2032,3.27,3787,6.09,5965,9.59,8095,13.01,9399,15.11,9078,14.59,7537,12.11,5471,8.79,3562,5.73,2288,3.68,1577,2.53,1050,1.69,649,1.04,318,0.51,99,0.16,18,0.03,4,0.01
147,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
148,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
149,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
150,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
151,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
152,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
153,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
154,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
155,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
156,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
157,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
158,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
159,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
160,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
161,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
162,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
163,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
164,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
165,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
166,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
167,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
168,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
169,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
170,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
171,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
172,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
173,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
174,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
175,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
176,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
177,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
178,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
179,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
180,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
181,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
182,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
183,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
184,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
185,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
186,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
187,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
188,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
189,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
190,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
191,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
192,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
